OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,geometry
46378,,,2829,DONCASTER/GREYTHORN,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC",,,,POINT (145.099698000427 -37.7898909995568)
46379,,,2034,BURKE NR PINE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.055048999969 -37.8400889994558)
46380,,,2351,NEW/HEAD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.995454999841 -37.8923099990688)
46381,,,4926,"DICKSON ST, CLARKE ST, BUS INTERCHANGE",POS,,,,,,,,OPERATIONAL,,,,,POINT (144.83275399948 -37.7867239990485)
46382,,,469,HIGH ST RD NR WESLEY COLLEGE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.155592999544 -37.873052998723)
46383,,,866,RINGWOOD/EASTLAND SHOP,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.227346999519 -37.8123189987288)
46384,,,2041,DONCASTER NR CENTREWAY,POS,,,,,,,,OPERATIONAL,"ASB WARN,FIRE LNK",,,,POINT (145.095363000067 -37.791290999411)
46385,,,2042,HIGH/SUMMERHILL,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.074572999746 -37.8628039990644)
46386,,,2051,OLD CALDER HWY NR KENNEDY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.833712999727 -37.7186999988428)
46387,,,1043,PARK/TRAMWAY CROSSING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.949642000141 -37.7767679992488)
46388,,,1044,ROYAL/WALKER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.959397999818 -37.784722999483)
46389,,,1045,SPENCER NR FLINDERS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.95535799957 -37.8216989993613)
46390,,,1051,VICTORIA/ERROL,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.949343999936 -37.8051469994373)
46391,,,1052,WELLINGTON/CLARENDON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.982614000125 -37.8160949994431)
46392,,,1053,ABBOTSFORD/HAINES,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.946272000006 -37.7984489991083)
46393,,,1054,MACAULAY NR FOGARTY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.941156999543 -37.7974699986755)
46394,,,2628,WRR/SUNSHINE/MCINTYRE,INT,,,,,,,,OPERATIONAL,BUS PRI,,,,POINT (144.832731999887 -37.7515759993777)
46395,,,2629,SUNSHINE/MAIN ROAD EAST,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.830626999537 -37.7479059989169)
46396,,,1057,ROYAL NR MORRAH,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.958037000115 -37.7958169992934)
46397,,,1059,FRANKLIN/PEEL/WILLIAM,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.95548100018 -37.8096759992393)
46398,,,649,WALKER/THOMAS,INT,,,,,,,,OPERATIONAL,BUS PRI,,,,POINT (145.212636000222 -37.9882229992734)
46399,,,4324,COTHAM/GLENFERRIE,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.038153000388 -37.8077149993275)
46400,,,4325,COTHAM NR FLORENCE,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.0492210004 -37.8090029995042)
46401,,,1230,GOURLAY/LANSFIELD DRIVE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.739899999877 -37.7142099987388)
46402,,,2306,NEPEAN/CARLISLE,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,TRAM PRI",,,,POINT (144.987269999563 -37.8679719986817)
46403,,,2307,BRIGHTON NR DICKENS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.988420999566 -37.8701619989355)
46404,,,2308,NEPEAN/CHAPEL,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (144.989673000526 -37.872034998709)
46405,,,2309,NEPEAN NR MILTON,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.990003000279 -37.8726849994677)
46406,,,2310,NEPEAN/GLEN EIRA/BYRON,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SAFECAM,SRLC,TR",,,,POINT (144.992362999627 -37.8762499988681)
46407,,,2311,BEACONSFIELD/COWDEROY,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.969537000508 -37.8586339992199)
46408,,,2313,NEPEAN/RUSDEN,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.999200999811 -37.8861609995431)
46409,,,2316,NEPEAN/NORTH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.006458999446 -37.8998369986883)
46410,,,2318,BAY NR JACK,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.043970000535 -37.9564719993842)
46411,,,2320,NEPEAN/CENTRE,INT,,,,,,,,OPERATIONAL,"AMBU LNK,ASB WARN,Bluetooth,R",,,,POINT (145.018117999985 -37.9158969992162)
46412,,,2321,NEPEAN/MARRIAGE/THOMAS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.022317999769 -37.9206949993582)
46413,,,2322,NEPEAN/SOUTH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.034374000353 -37.933005999431)
46414,,,2323,NEPEAN/STATION/KEILLER,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.036724999957 -37.9358599990842)
46415,,,2324,NEPEAN/WICKHAM,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,POINT (145.043237999577 -37.9451949987352)
46416,,,2327,NEPEAN/CHESTERVILLE/CHARMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.056087000277 -37.9632999988647)
46417,,,2330,NEPEAN/LWR DANDENONG,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.074113000209 -37.9825939989059)
46418,,,2331,NEPEAN/PARKERS/IMES,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.081350999858 -37.9907089989663)
46419,,,2332,NEPEAN/WHITE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,POINT (145.083797000211 -37.9983009990002)
46420,,,2168,MAHONEYS/PIPEWORKS MARKET,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.964379999769 -37.6902249986709)
46421,,,2169,MICKLEHAM/BROADMEADOWS DEV,RBT MTR,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.884068000404 -37.6816259991244)
46422,,,4940,MITCHELL/ROSAMOND,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.884101000397 -37.7829489988077)
46423,,,4941,ROSAMOND NR FISHER,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.884874999729 -37.7789249991254)
46424,,,4942,RALEIGH/ROSAMOND,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.886703000185 -37.7689969987311)
46425,,,4943,RALEIGH NR WARRS,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.891997999518 -37.7689679993886)
46426,,,4944,RALEIGH/VAN NESS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.895954000349 -37.7694359994557)
46427,,,4945,ANDERSON NR RIDLEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.827476999907 -37.7844759988443)
46428,,,4946,DEVONSHIRE/HAMPSHIRE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.832067999453 -37.78486399909)
46429,,,4947,DEVONSHIRE/DUKE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.845997999784 -37.78645199886)
46430,,,4948,ASHLEY/CHURCHILL,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,SRLC",,,,POINT (144.864409000412 -37.7866069988184)
46431,,,4949,ASHLEY/SOUTH,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.863276000281 -37.7928509988301)
46432,,,4950,ASHLEY/BARKLY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.862670999627 -37.7957619994414)
46433,,,4951,ASHLEY/SUNSHINE/DEMPSTER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.862107000549 -37.7995469986832)
46434,,,4952,WRIGHT/ANDERSON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.826356000285 -37.795457999313)
46435,,,4883,CITY/CLARENDON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (144.958098999494 -37.8276429987234)
46436,,,4884,CITY/CECIL/BALLANTYNE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.956083999738 -37.8293359986756)
46437,,,4885,CITY/FERRARS/MARKET,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL",,,,POINT (144.954069000128 -37.8310799988499)
46438,,,4886,CITY/MONTAGUE/YORK,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,PARTFCRT,S",,,,POINT (144.952096999835 -37.8327449987885)
46439,,,4501,VICTORIA/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.945143999486 -37.8047099993013)
46440,,,4502,VICTORIA/KING/CURZON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (144.947774000304 -37.8049839989724)
46441,,,4447,ALBERT/CLARENDON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.983554000161 -37.8104119993939)
46442,,,4448,ALBERT/POWLETT,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.9861590005 -37.8107039989852)
46443,,,4449,ALBERT/SIMPSON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.988768000253 -37.8109969992402)
46444,,,1388,HIGHETT/GRAHAM/RAILWAY,INT,,,,,,,,OPERATIONAL,RAIL CTLR,,,,POINT (145.041994999792 -37.9487539993535)
46445,,,1390,MOOROODUC NR ERAMOSA WEST,POS,,,,,,,,OPERATIONAL,"PTS_SIGN,PUFFIN",,,,POINT (145.109231000207 -38.2139279993183)
46446,,,4526,WURUNDJERI/FLINDERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.952189999697 -37.8218469993961)
46447,,,3663,DENMARK/WELLINGTON,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.028763000519 -37.8088659990675)
46448,,,6332,NORTHERN/QUEEN,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.97939400024 -37.4130869990193)
46449,,,4879,QUEENS BRIDGE/WHITEMAN/POWER,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.960831000498 -37.8232119993266)
46450,,,4925,WHITEMAN/CASINO/KINGSWAY RAMPS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.958607999755 -37.82427299879)
46451,,,5985,PYRENEES HWY(TUAGGRA)/HIGH,INT,,,,,,,,OPERATIONAL,"DIDO,PARTFCRT",,,,POINT (143.739072000394 -37.0458379994228)
46452,,,5999,WESTERN HWY(HIGH)/PYRENEES(VINCENT),INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,POINT (142.931802999591 -37.2824789986782)
46453,,,6021,BRIDGE NR SALISBURY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.99220799983 -36.5497709994519)
46454,,,6047,CLIFTON/ANDERSON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.571482000093 -36.7559449989334)
46455,,,5902,HOWITT/FOREST,INT,,,,,,,,OPERATIONAL,,,,,POINT (143.831278999601 -37.5402829994627)
46456,,,3228,HIGH NR CHURCH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.010539000486 -37.6999689993289)
46457,,,3229,HIGH/MAHONEYS/KEON,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,SRLC",,,,POINT (145.01187499977 -37.6948709993392)
46458,,,3230,HIGH/SETTLEMENT,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,POINT (145.012571000363 -37.6878109986669)
46459,,,3231,HIGH/MAIN,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.013835000258 -37.6802449988659)
46460,,,3232,HIGH/MANNS CROSSING,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (145.015563000326 -37.6726259993148)
46461,,,3233,HIGH/PASCHKE/KINGSWAY,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,POINT (145.016449999603 -37.6662519990999)
46462,,,3234,HIGH/AUSTARC,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.012779999452 -37.6865539994181)
46463,,,3235,HIGH NR QUEEN,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.006044999571 -37.7264729986836)
46464,,,3236,HIGH/CHILDS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.019097999957 -37.6596499990189)
46465,,,3237,HIGH/KINGSWAY (SEE 3233),INT,,,,,,,,OPERATIONAL,,,,,POINT (145.016591000355 -37.665574999279)
46466,,,3239,SETTLEMENT/APEX,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.035027999939 -37.6940099991628)
46467,,,3251,O'SHANNASSY NR STATION,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.728966999847 -37.5826029992304)
46468,,,3260,ALBERT/TYLER,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.025004000266 -37.7322729989632)
46469,,,3127,CANTERBURY/BALWYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,VTAG",,,,POINT (145.079251000193 -37.8238019989037)
46470,,,4291,RUTHVEN NR BELLEVUE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.066704999582 -37.7299229987343)
46471,,,4292,WATERDALE/DOUGHARTY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.049131999889 -37.7344629988414)
46472,,,4293,WAIORA/DOUGHARTY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.059857999504 -37.7355639987375)
46473,,,4294,SOUTHERN/LIBERTY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.036805999633 -37.7409979992498)
46474,,,4295,SOUTHERN/ORIEL,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.042832000546 -37.7416419991045)
46475,,,4296,SOUTHERN/WATERDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.047814999687 -37.7421739994068)
46476,,,4297,SOUTHERN/WAIORA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.05858499979 -37.7432239989473)
46477,,,3190,MIDDLEBOROUGH NR KATRINA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.141552999892 -37.8036799992476)
46478,,,3192,MIDDLEBOROUGH NR MCKEAN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.139601999693 -37.8145749989474)
46479,,,3193,MIDDLEBOROUGH/ALBION,INT,,,,,,,,OPERATIONAL,RADOUT,,,,POINT (145.137209999674 -37.82562599926)
46480,,,3195,MIDDLEBOROUGH/ELEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.13348300015 -37.8458379988446)
46481,,,3197,CLAYTON NR DUNSTAN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.119370000218 -37.9270429989406)
46482,,,3198,CENTRE/CLAYTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,ESLS,SHOP SPDZ",,,,POINT (145.119061000105 -37.9285269989127)
46483,,,3199,CENTRE/ESKAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.092698999657 -37.9252819990969)
46484,,,3200,CLAYTON/FAIRBANK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.116777000072 -37.9403689989215)
46485,,,3067,BELL/WATERDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.046086000083 -37.7511379991513)
46486,,,3068,BELL/EDWIN,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,POINT (145.050317000165 -37.7527639994567)
46487,,,3069,BELL/BURGUNDY/UPR HEIDELBERG,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.056375999466 -37.7550569987019)
46488,,,3070,BURGUNDY/HAWDON,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.064634999694 -37.7560349990491)
46489,,,3071,BURGUNDY/CAPE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.06713500014 -37.7563379991062)
46490,,,3074,SUSSEX/O'HEA,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (144.949053000302 -37.7360079988373)
46491,,,3075,BELL NR ALICE,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,POINT (144.95714299996 -37.7403889991391)
46492,,,3076,BELL/HUDSON/MAIN,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (144.962529999975 -37.7409289989206)
46493,,,3100,BLUFF NR APEX,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.023892000553 -37.9372839994581)
46494,,,3101,BLUFF/HIGHETT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.022186000514 -37.9464029993875)
46495,,,2903,RUSSELL/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.967202000169 -37.8108419989769)
46496,,,2904,SWANSTON/LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.964732000444 -37.8115609990548)
46497,,,2905,LONSDALE NR ST FRANCIS,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.963406999692 -37.811946999306)
46498,,,2907,QUEEN/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.95978899972 -37.8130039988219)
46499,,,2908,WILLIAM/LONSDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.957323000023 -37.8137119990373)
46500,,,2909,KING/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.95482599946 -37.8144259986741)
46501,,,2910,SPENCER/LONSDALE,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,TRAM PRI",,,,POINT (144.952341000388 -37.8151369992358)
46502,,,2911,EXHIBITION/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.969196000186 -37.8091359988701)
46503,,,2912,RUSSELL/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.966749000223 -37.809853998989)
46504,,,2913,SWANSTON/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.964280999552 -37.8105739988509)
46505,,,2914,ELIZABETH/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.961809000491 -37.8112989993159)
46506,,,738,FRANK-FLIND/MCMAHONS(MOOROODUC/HASTINGS),INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.133768999824 -38.1536099994529)
46507,,,739,RAILWAY/STATION/MCKENZIE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (145.128437000339 -38.1034509993815)
46508,,,740,WELLS NR MCCULLOCH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.135068999976 -38.1216689987934)
46509,,,742,SEAFORD/HARTNETT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.14236400014 -38.1100569994644)
46510,,,744,CRANBOURNE/MCCLELLAND,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.170676000384 -38.1563389990116)
46511,,,745,DAVEY/BAXTER/HASTINGS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.124697999965 -38.1473159991943)
46512,,,746,CRANBOURNE NR WATTLE TREE,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.157139000265 -38.1527829993106)
46513,,,747,CRANBOURNE/KARINGAL HUB ENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.165509000247 -38.1550349989396)
46514,,,748,FLETCHER/BEACH/RAILWAY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.127527999693 -38.1416079994181)
46515,,,749,FRANKSTON-DANDENONG/O'GRADYS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.167626000555 -38.1052979995292)
46516,,,750,CRANBOURNE/PLAYNE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.125424999995 -38.1462839993562)
46517,,,751,BEACH/MCMAHONS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.136813999768 -38.1441469992916)
46518,,,752,FRANKSTON-DANDENONG/LATHAMS/HALL,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (145.172498000155 -38.0994439987991)
46519,,,758,FRANKSTON-FLINDERS NR ERAMOSA,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.175397999812 -38.2235989989028)
46520,,,1554,Leakes Road  /Forsyth Road,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.730538000392 -37.8380159994069)
46521,,,2600,WESTERN HWY NR TIERNAN,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.897949000387 -37.7937429991403)
46522,,,2602,WESTERN HWY/DROOP/FARNSWORTH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (144.894451000491 -37.7926809988832)
46523,,,2603,WESTERN HWY/GORDON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.889500000564 -37.7911829987535)
46524,,,2604,WESTERN HWY/ELEANOR,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.885955000175 -37.7897609988399)
46525,,,2605,WESTERN HWY/ROSAMOND/S'HILL,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.883093999697 -37.7885979988475)
46526,,,2606,WESTERN/CHURCHILL,INT,,,,,,,,OPERATIONAL,"RLC,SRLC",,,,POINT (144.868936000237 -37.7828659993738)
46527,,,2608,WESTERN HWY / DARNLEY / BUTLER,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.852528000386 -37.779686999097)
46528,,,2609,WESTERN HWY/DUKE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (144.847199000381 -37.7791019992681)
46529,,,2611,WESTERN HWY NR WESTMORELAND,POS,,,,,,,,OPERATIONAL,AMBU LNK,,,,POINT (144.836056999882 -37.777832998979)
46530,,,2612,WESTERN HWY/HAMPSHIRE,INT,,,,,,,,OPERATIONAL,AMBU LNK,,,,POINT (144.833395000252 -37.7775329991675)
46531,,,2504,PHW/WESTERN HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.900530999556 -37.7944629987945)
46532,,,2613,WESTERN HWY/MCINTYRE/ANDERSON,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,PTS_SIGN",,,,POINT (144.828720000242 -37.7770589986802)
46533,,,2614,WESTERN HWY/STATION,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.77471000008 -37.7703089993237)
46534,,,2615,WESTERN HWY NR THOMSON,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.876519999991 -37.7859359990651)
46535,,,2616,WESTERN HWY/HOLT/G & F ENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.799848000404 -37.7719379995302)
46536,,,2414,PHE/GLENFERRIE/HAWTHORN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (145.027660000557 -37.8664619994833)
46537,,,2415,PHE NR CARNARVON,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.029306000309 -37.8669059987815)
46538,,,2416,PHE/NORMANBY/STATION,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.031261000042 -37.8684779990309)
46539,,,2417,DANDENONG/TOORONGA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.038283000409 -37.8736219992491)
46540,,,2418,PHE/FINCH/DERBY,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.041940999804 -37.8755329990599)
46541,,,2419,PHE/BURKE/SIR JOHN MONASH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.0473469999 -37.87815499896)
46542,,,2420,PHE/GRANGE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL QUE",,,,POINT (145.049558000563 -37.8811629988857)
46543,,,2421,PHE/DARLING/KOORNANG,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.058072999925 -37.8838879993784)
46544,,,460,HIGH ST RD/VANNAM/JORDAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.102667000104 -37.8669119994251)
46545,,,461,COLEMAN NR FIANDER,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.149071999597 -37.8766629986932)
46546,,,1002,EPSOM/LANGS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.913585999514 -37.7793899991886)
46547,,,1003,MT ALEXANDER NR COMMU CENTRE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.924160000298 -37.7659529995541)
46548,,,1005,ASCOT VALE/GLADSTONE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.924534000275 -37.7690209994164)
46549,,,1010,EPSOM/UNION,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.914742999822 -37.7805889991068)
46550,,,1012,BULLA/WOODLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.908323999879 -37.741328999544)
46551,,,1013,ASCOT VALE NR EDINBURGH,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.921772999508 -37.7852759989643)
46552,,,1014,EPSOM NR ROSEBERRY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.908649999901 -37.7741809987214)
46553,,,6260,GOLDEN SQUARE-LONG GULLY/SYMONDS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.250037999733 -36.77361199918)
46554,,,3482,KOROROIT CREEK/DRAKE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.833790999762 -37.8500189989547)
46555,,,548,THOMPSONS/ROSEBANK/SPRINGHILL,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,POINT (145.28321300038 -38.0830729986883)
46556,,,4091,HAWTHORN/GLENHUNTLY,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (145.021968999488 -37.8868989992926)
46557,,,4092,GLENHUNTLY/BAMBRA,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.028788999751 -37.8877659992322)
46558,,,4093,GLENHUNTLY/BOORAN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (145.03766099965 -37.8888789990917)
46559,,,4094,ORRONG NR MERTON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.007723000036 -37.8752359992228)
46560,,,4095,KOOYONG NR CRIMEA,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.01808499944 -37.8699939991396)
46561,,,4096,BALACLAVA NR KINROSS,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.021097000219 -37.8722249988045)
46562,,,4097,HAWTHORN NR ELLINGTON,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (145.020790000555 -37.8931269991886)
