OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,geometry
47892,,,4413,LYGON NR PELHAM,POS,,,,,,,,OPERATIONAL,"JUCLP,PUFFIN",,,,POINT (144.966522000376 -37.8030969990639)
47893,,,4415,PRINCES NR CANNING,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.973731000024 -37.7928249990743)
47894,,,4416,RATHDOWNE NR PELHAM,POS,,,,,,,,OPERATIONAL,"PUFFIN,TOP HAT,VDTCR",,,,POINT (144.969719000025 -37.8021239987305)
47895,,,4417,RATHDOWNE NR NEILL,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.970971999988 -37.7947829991129)
47896,,,4418,RATHDOWNE NR PRINCES,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.971219999592 -37.7933359987534)
47897,,,4419,NICHOLSON/GERTRUDE,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP,TRAM PRI",,,,POINT (144.973620000365 -37.805381998709)
47898,,,4422,RATHDOWNE/PIGDON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.973093999718 -37.782143999053)
47899,,,4423,LYGON/PIGDON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.970131000466 -37.7818189995358)
47900,,,4424,LYGON NR RICHARDSON,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.9698240003 -37.7837709990366)
47901,,,4427,NICHOLSON NR KAY,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.975311999588 -37.7954289993895)
47902,,,4430,MALVERN/BELGRAVE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.068548000268 -37.8789629993297)
47903,,,4431,BURKE NR CARROLL,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.052445999514 -37.853306999416)
47904,,,4440,ALBERT NR EADES,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.980936000517 -37.8101249993937)
47905,,,114,WHITEHORSE/CHAPEL,INT,,,,,,,,OPERATIONAL,"ASB WARN,VTAG",,,,POINT (145.154191999474 -37.8175609995279)
47906,,,115,MAROONDAH/SURREY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.156217999734 -37.8177239991753)
47907,,,117,MAROONDAH/SPRINGVALE,INT,,,,,,,,OPERATIONAL,"AMBU LNK,ASB WARN,Bluetooth,F",,,,POINT (145.17599900035 -37.8184589994286)
47908,,,119,MAROONDAH/ROOKS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.185413000536 -37.8175389990901)
47909,,,121,MAROONDAH/MITCHAM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL QUE",,,,POINT (145.193658999468 -37.8163669991718)
47910,,,123,MAROONDAH NR MONOMEETH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.206582999867 -37.8166019992628)
47911,,,124,MAROONDAH/DEEP CREEK,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.207593999578 -37.8167079995505)
47912,,,125,MAROONDAH/HEATHERDALE/DAMPIER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.213370999605 -37.8172209988851)
47913,,,126,MAROONDAH/MT DANDENONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK,SAFECAM,SR",,,,POINT (145.237417000145 -37.8110719995048)
47914,,,3635,SOUTH/JASPER/TAYLOR,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.038942000554 -37.9335449987832)
47915,,,3637,SOUTH/EAST BOUNDARY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP",,,,POINT (145.056181000507 -37.9357569994353)
47916,,,3638,SOUTH/CHESTERVILLE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.061338000062 -37.9364399991325)
47917,,,4242,BUCKLEY NR CUTHBERT,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.891326000411 -37.8030279989465)
47918,,,3542,WILLIAMSTOWN/INGLES/NORMANBY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.944440000229 -37.8312649987447)
47919,,,3550,NORTH/NEW,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.99431099964 -37.89832399869)
47920,,,3551,NORTH/KOOYONG,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.012215000056 -37.9005239993225)
47921,,,3552,NORTH NR LANDCOX,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.015693999748 -37.9009389994655)
47922,,,3553,NORTH/HAWTHORN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (145.019184999934 -37.901355998844)
47923,,,3554,NORTH/BAMBRA/THOMAS,INT,,,,,,,,OPERATIONAL,"ASB WARN,FIRE LNK,SRLC",,,,POINT (145.025987999803 -37.9021649994002)
47924,,,3555,NORTH/BOORAN/WHEATLEY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.034886000468 -37.9032889990376)
47925,,,3556,NORTH NR DALMOR,POS,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI,PUFFIN",,,,POINT (145.038115999607 -37.9037019988705)
47926,,,3922,ELGAR/MONT ALBERT,INT,,,,,,,,OPERATIONAL,"AMBU LNK,Bluetooth",,,,POINT (145.11400699974 -37.8222849990603)
47927,,,3923,ELGAR NR ERASMUS,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.11258800044 -37.8300579991237)
47928,,,3925,RIVERSDALE/ELGAR,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,,POINT (145.110589999991 -37.8379719990124)
47929,,,3926,STATION/WOODHOUSE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.126856999628 -37.80176999893)
47930,,,3929,STATION NR DUNCAN,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.120682000027 -37.8350769990745)
47931,,,3851,CHADSTONE/EXIT CHAD SHOPS,INT,,,,,,,,OPERATIONAL,RADOUT,,,,POINT (145.078607000236 -37.884809999459)
47932,,,3852,WAVERLEY NR BATESFORD,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.085279999548 -37.8771289992443)
47933,,,3853,TALBOT NR GLENFERRIE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.032271999788 -37.839677999457)
47934,,,3854,STATION NR CLAREMONT,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.029322000221 -37.8658819992362)
47935,,,3855,MALVERN/MOIRA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.059843999567 -37.8683049988288)
47936,,,3856,TOORONGA NR MILTON,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,POINT (145.042789000133 -37.8500789988558)
47937,,,3857,MILTON NR TOORONGA,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.041689999486 -37.8498049987001)
47938,,,3860,CHURCH/BALMAIN/COTTER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.997083000543 -37.8304089990103)
47939,,,3861,SWAN/CREMORNE,INT,,,,,,,,OPERATIONAL,"EVP,TRAM PRI",,,,POINT (144.99155999979 -37.8249589993329)
47940,,,3863,BURNLEY NR KENT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.008988999898 -37.8158109987418)
47941,,,4080,HAWTHORN/GLEN EIRA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (145.023295 -37.88002599917)
47942,,,4081,BAMBRA/GLEN EIRA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RLC",,,,POINT (145.030064000385 -37.880880999316)
47943,,,4082,BOORAN/NEERIM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.038158999454 -37.8862819995123)
47944,,,4084,KOORNANG/NEERIM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.057076999505 -37.8892139989667)
47945,,,4085,MURRUMBEENA/NEERIM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,,POINT (145.066388000225 -37.8903779986824)
47946,,,4086,POATH/NEERIM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.077292000065 -37.8916939987622)
47947,,,4087,GLENHUNTLY NR GORDON,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM PRI",,,,POINT (145.000565000083 -37.8842439988132)
47948,,,4088,GLENHUNTLY/ORRONG,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.006102999732 -37.8849669990117)
47949,,,4089,GLENHUNTLY/KOOYONG,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.014944999913 -37.8860339988499)
47950,,,4090,GLENHUNTLY NR CEDAR,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.020330000186 -37.8866979989744)
47951,,,118,HULL/MOOROOLBARK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.33038000022 -37.7753459990249)
47952,,,2699,GLENGALA NR DINNELL,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.807017000394 -37.7880799988884)
47953,,,2737,MILITARY/TEMPLEWOOD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.861982999732 -37.7621619988585)
47954,,,2772,CHILDS/STABLES SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.0592159998 -37.6667049995315)
47955,,,2787,COOPER/MILLER/EPPING PLAZA SHOP C ACC 4,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.019312999999 -37.6514859987326)
47956,,,2841,MONASH ENTRY RAMP/BARKLY/GIBDON VM5,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.010449000253 -37.8305909993121)
47957,,,2842,POWER NR LISSON,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (145.025805000372 -37.824761998702)
47958,,,2843,MONASH/TOORAK/AUBURN,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,RAMP SGN,V",,,,POINT (145.04085500036 -37.8448829987211)
47959,,,2846,MONASH/HIGH/WILLS,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (145.058986000045 -37.860028998875)
47960,,,2857,MICKLEHAM/ALANBRAE/CAMBRIDGE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.885575000286 -37.6697949994863)
47961,,,2864,TULLAMARINE/ENGLISH/MATTHEWS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,,POINT (144.890745999708 -37.7257019993341)
47962,,,2873,MELROSE/SHARPS/ENT RAMP,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.886074000458 -37.7072819995122)
47963,,,2875,SUNSHINE NR FOX,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.818578000153 -37.7336509987968)
47964,,,2881,WESTGATE FWY/MILLERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,POINT (144.849091000305 -37.8253099987373)
47965,,,2921,SWANSTON/LATROBE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.963826000482 -37.8095939988571)
47966,,,1620,WGF 30m East of Ferguson St O/G,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.873507999948 -37.8245169989276)
47967,,,3220,PLENTY/HIGH/DUNDAS/MILLER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.001651999809 -37.7522899989305)
47968,,,3221,HIGH/GOWER/CRAMER,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.003616000022 -37.7403739992739)
47969,,,4707,HAUGHTON NR JOHNSON,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.087584000171 -37.9002029995125)
47970,,,4708,WAVERLEY NR SAVIO,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.10086299948 -37.8815749988042)
47971,,,4709,WAVERLEY NR POWER,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.10606699993 -37.882175998953)
47972,,,4710,HUNTINGDALE/WAVERLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.108995999687 -37.8825139988948)
47973,,,4441,VICTORIA/BRUNSWICK/GISBORNE,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP,FIRE LNK,TRAM PR",,,,POINT (144.976752000094 -37.8085259994299)
47974,,,4443,VICTORIA/WELLINGTON/POWLETT,INT,,,,,,,,OPERATIONAL,"EVP,TRAM PRI",,,,POINT (144.985580999534 -37.809490998721)
47975,,,4444,ALBERT/NICHOLSON/LONSDALE,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC,TRAM PRI",,,,POINT (144.972971000318 -37.8092449986944)
47976,,,4373,FOOTSCRAY/WURUNDJERI/DOCKLANDS/HARBOUR,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.943295000059 -37.8127759991643)
47977,,,4145,HODDLE/ROSENEATH/SOUTH,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.994312999852 -37.7923809995151)
47978,,,4146,HODDLE/RAMSDEN/NORTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,POINT (144.994695000473 -37.7902109988761)
47979,,,4147,NICHOLSON/GIPPS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.9967089995 -37.8054349990733)
47980,,,4148,WELLINGTON NR OTTER,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.986941999796 -37.8015299990237)
47981,,,4149,JOHNSTON/GOLD/DIGHT,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.989050000111 -37.7994519993441)
47982,,,4151,NICHOLSON NR VERE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.997201000274 -37.8029699987473)
47983,,,4152,CHURCH NR GIBBONS,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM PRI",,,,POINT (144.997355999989 -37.8288869992003)
47984,,,4153,BURNLEY NR BOYD,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.007651000253 -37.8230839989285)
47985,,,4154,VICTORIA NR CHARLES,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.994547999861 -37.8099369994022)
47986,,,4170,GRIMSHAW NR BALAKA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.065465000533 -37.7006719992895)
47987,,,4171,GRIMSHAW NR PATRICIA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.072203999479 -37.7013399993782)
47988,,,4669,HIGH/SEPARATION/ARTHURTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.999019000534 -37.7693459994045)
47989,,,4670,SEPARATION/VICTORIA,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (145.011504999945 -37.7708289990826)
47990,,,4671,GRANGE/SEPARATION,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.026286000495 -37.7724789986775)
47991,,,4672,VICTORIA/BASTINGS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.010888000503 -37.7753879990409)
47992,,,4256,PAISLEY/FRENCH,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.897067000479 -37.8006209989334)
47993,,,4257,WILLIAMSTOWN/ANDERSON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.882900999945 -37.8157879988942)
47994,,,4258,WILLIAMSTOWN NR CASTLE,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.882451999686 -37.818133999305)
47995,,,4259,BARKLY NR CLARKE,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.877383999485 -37.7974179990307)
47996,,,4260,AUBURN/RATHMINES/LIDDIARD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.045525999946 -37.8198809987404)
47997,,,4261,RATHMINES NR STANLEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.050648000445 -37.8204289991936)
47998,,,4262,BURWOOD/CHURCH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (145.016542000117 -37.8200649992367)
47999,,,4263,BURWOOD/POWER,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,POINT (145.02638400053 -37.8215629988866)
48000,,,4264,BURWOOD/GLENFERRIE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI",,,,POINT (145.035351999741 -37.8226079990995)
48001,,,4265,BURWOOD NR LAUNDER,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.038461999489 -37.8229829989246)
48002,,,4266,BURWOOD/AUBURN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.044801999738 -37.8237339994514)
48003,,,4268,POWER/RIVERSDALE/WALLEN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (145.025325999828 -37.8272899989463)
48004,,,4269,RIVERSDALE NR FORDHOLM,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.031590999449 -37.8284419995636)
48005,,,4776,FURLONG/SUNSHINE HOSPITAL ENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.816147999573 -37.7608379992941)
48006,,,112,MAROONDAH/STATION,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.192310000353 -37.8165619989914)
48007,,,113,MAROONDAH/STATION/WILLIAMS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.150374999867 -37.8174079989353)
48008,,,2831,EASTERN/BURKE OFF RAMP DD 2825,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.062786000444 -37.7840399994895)
48009,,,2832,EASTERN NR BULLEEN RD. OFF RAMP DD 2827,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.078635000542 -37.7796219995659)
48010,,,2845,MONASH/BURKE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL QUE,R",,,,POINT (145.052566000151 -37.852958999204)
48011,,,2847,TOORAK/AUBURN,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.040860000039 -37.8448879993307)
48012,,,3255,VINEYARD/HORNE/MITCHELLS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.721216000091 -37.5859949992304)
48013,,,2742,GLENHUNTLY/MANCHESTER/JAMES,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.040999000513 -37.8892819990435)
48014,,,2744,KOOYONG NR HARTINGTON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.013830000016 -37.8920599993432)
48015,,,2745,KOORNANG/ROSSTOWN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,,POINT (145.057582000048 -37.886485999274)
48016,,,2746,NEERIM/QUEENS,INT,,,,,,,,OPERATIONAL,"ASB WARN,RAIL LNK",,,,POINT (145.042749000483 -37.8868499986867)
48017,,,2748,BALACLAVA/BAMBRA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.031570999899 -37.8733189987246)
48018,,,3256,ESPLANADE BTW PIER/BENT,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.831030000118 -37.8706109990599)
48019,,,935,WESTALL NR ROWAN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.142885999456 -37.9802439987982)
48020,,,2754,NEERIM NR AMES,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.061558000527 -37.889728999229)
48021,,,2755,BOORAN NR MIRIAM,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.037224000527 -37.8849589995648)
48022,,,2757,NEERIM NR TRUGANINI,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.054091999787 -37.8882659988321)
48023,,,2758,NEERIM NR HOBART,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.069350999864 -37.8906819993009)
48024,,,2424,PHE/POATH/CHADSTONE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.0781650003 -37.8872439991965)
48025,,,2425,PHE/WARRIGAL,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,VTAG",,,,POINT (145.088202000372 -37.8930929992766)
48026,,,2426,PHE/ATKINSON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.093347999726 -37.8937829994883)
48027,,,2427,PHE/FERNTREE GULLY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.098028000258 -37.8962549988637)
48028,,,2428,PHE/ATHERTON/HUNTINGDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.1054680002 -37.9008209992798)
48029,,,2430,PHE/NORTH/WELLINGTON,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,,POINT (145.127721999646 -37.914778998949)
48030,,,2431,PHE/BLACKBURN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.139086999472 -37.9218759991049)
48031,,,2434,PHE/WAVERLEY,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.042560000386 -37.8756229992031)
48032,,,2435,PHE/SMITH/RAILWAY/NORMANBY,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.040220000518 -37.8752699994936)
48033,,,2437,PHE/CHADSTONE ENT 3,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.081687000379 -37.8891259992064)
48034,,,3240,EVANS/CENTRAL PARKWAY,INT,,,,,,,,OPERATIONAL,Bike Det,,,,POINT (145.255299999722 -38.0945999994983)
48035,,,2438,PHE NR THE AVENUE,POS,,,,,,,,OPERATIONAL,"ASB WARN,GWTT,PUFFIN,TRAM PRI",,,,POINT (144.996901999766 -37.8582709991415)
48036,,,2484,GLENFERRIE NR JOHNSON,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN",,,,POINT (145.036408000227 -37.8169469991822)
48037,,,2485,GLENFERRIE NR GARDINER,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.032565999595 -37.8380259990102)
48038,,,2501,PHW(SMITHFIELD)/EPSOM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RLC,SRLC",,,,POINT (144.922922000194 -37.7891479988519)
48039,,,2503,BALLARAT/MOORE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.904309999544 -37.7948819994952)
48040,,,2334,NEPEAN/STATION,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.05918400055 -37.9674189986732)
48041,,,2335,NEPEAN NR ARNOT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.014212999686 -37.9123309995242)
48042,,,2336,NEPEAN/DENDY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.024464000404 -37.9228769994266)
48043,,,4718,HUNTINGDALE NR STAFFORD,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.103765000365 -37.9096829994677)
48044,,,4719,CLARENDON NR HUNTINGDALE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.103013000475 -37.9121779990386)
48045,,,4720,INGLES/CROCKFORD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.947606000027 -37.8345319988804)
48046,,,4721,BAY/BRIDGE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.943893000219 -37.8369039989493)
48047,,,4722,BAY/GRAHAM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.940789999545 -37.8402789995233)
48048,,,4723,BAY/BEACH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (144.938149000369 -37.8431469993664)
48049,,,4727,GRAHAM/PICKLES,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.945574000105 -37.8430459989049)
48050,,,4728,GRAHAM NR CLARK,POS,,,,,,,,OPERATIONAL,PTS_SIGN,,,,POINT (144.93402600001 -37.8348439991938)
48051,,,4732,LORIMER/SALMON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.920619999696 -37.8208119987507)
48052,,,4556,QUEEN/A'BECKETT,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.958398999597 -37.8099639987528)
48053,,,887,CROYDON/LINCOLN (SEE SITE NO. 137),INT,,,,,,,,OPERATIONAL,,,,,POINT (145.283992999791 -37.783647999499)
48054,,,867,RINGWOOD BYPASS/WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.23065699944 -37.8106379992914)
48055,,,4737,CHAPEL/DALY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.995885000206 -37.8381819987349)
48056,,,4738,CHAPEL NR MADDOCK,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.992536000347 -37.8562269992246)
48057,,,4739,ALEXANDRA/WILLIAMS NTH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.005732999817 -37.8353209989642)
48058,,,4740,CHAPEL/ALEXANDRA/CHURCH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RADOUT,SRLC,TRAM PR",,,,POINT (144.996555999589 -37.8348399994768)
48059,,,4741,TOORAK NR MYRTLE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.989534999901 -37.8387189989793)
48060,,,4742,TOORAK NR OSBORNE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.9920390005 -37.8390449990119)
48061,,,4744,TOORAK NR SURREY,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.998593999458 -37.8398569986802)
48062,,,4746,TOORAK NR MATHOURA,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (145.008712999525 -37.8410659989061)
48063,,,4681,HIGH/CLARKE,INT,,,,,,,,OPERATIONAL,"RLC,TRAM PRI",,,,POINT (144.997547000206 -37.7765669993738)
48064,,,4682,HIGH/WESTGARTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,TRAM PRI",,,,POINT (144.99668999944 -37.7810319993371)
48065,,,4683,WESTGARTH NR GREEN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.005509999882 -37.7821199993481)
48066,,,4685,ST GEORGES NR BEAVERS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.992197000519 -37.7655279987239)
48067,,,4686,ST GEORGES/MILLER,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.995247000304 -37.7517139993873)
48068,,,4687,SEPARATION/CAR PARK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.000988000198 -37.7695839994885)
48069,,,4689,SOUTH NR MASON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.002583999805 -37.7789829991982)
48070,,,4690,ATHERTON NR DRUMMOND,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.090154999682 -37.898746999059)
48071,,,4691,ATHERTON/ATKINSON/HANOVER,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.092335000364 -37.8990329993384)
48072,,,4693,CENTRE NR RILEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.096120999849 -37.9257009994825)
48073,,,4694,CENTRE/CLARINDA/HUNTINGDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.100681999732 -37.9262549987016)
